"","TCGA-ZS-A9CD-01A-11R-A37K-07","TCGA-UB-A7MD-01A-12R-A352-07","TCGA-BW-A5NQ-01A-11R-A27V-07","TCGA-DD-AACX-01A-11R-A41C-07","TCGA-GJ-A9DB-01A-11R-A37K-07","TCGA-DD-A1ED-01A-11R-A155-07","TCGA-DD-AAD2-01A-11R-A41C-07","TCGA-DD-AAE9-01A-11R-A41C-07","TCGA-RG-A7D4-01A-12R-A33R-07","TCGA-2Y-A9GW-01A-11R-A38B-07","TCGA-MI-A75G-01A-11R-A32O-07","TCGA-DD-AACH-01A-11R-A41C-07","TCGA-RC-A7SF-01A-11R-A352-07","TCGA-ZS-A9CF-02A-11R-A38B-07","TCGA-ZS-A9CF-01A-11R-A38B-07","TCGA-DD-A73A-01A-12R-A32O-07","TCGA-2Y-A9HB-01A-11R-A39D-07","TCGA-EP-A26S-11A-12R-A16W-07","TCGA-EP-A26S-01A-11R-A16W-07","TCGA-DD-AACK-01A-11R-A41C-07","TCGA-DD-A73E-01A-12R-A32O-07","TCGA-2Y-A9H9-01A-21R-A39D-07","TCGA-KR-A7K0-01A-12R-A33R-07","TCGA-5C-A9VH-01A-11R-A37K-07","TCGA-DD-AAW3-01A-11R-A41C-07","TCGA-DD-AAC8-01A-11R-A41C-07","TCGA-K7-A5RG-01A-11R-A28V-07","TCGA-DD-AACA-02A-11R-A41C-07","TCGA-DD-AACA-01A-11R-A41C-07","TCGA-DD-AACA-02B-11R-A41C-07","TCGA-DD-AADS-01A-11R-A41C-07","TCGA-K7-A5RF-01A-11R-A28V-07","TCGA-DD-AAEH-01A-11R-A41C-07","TCGA-KR-A7K2-01A-12R-A33R-07","TCGA-DD-A4NF-01A-11R-A27V-07","TCGA-DD-A11C-11A-11R-A131-07","TCGA-DD-A11C-01A-11R-A131-07","TCGA-2Y-A9H4-01A-11R-A38B-07","TCGA-K7-A6G5-01A-11R-A311-07","TCGA-DD-A4NI-01A-11R-A27V-07","TCGA-DD-A11A-11A-11R-A131-07","TCGA-DD-A11A-01A-11R-A131-07","TCGA-DD-AACF-01A-11R-A41C-07","TCGA-DD-AAEI-01A-11R-A41C-07","TCGA-DD-A11B-01A-11R-A131-07","TCGA-DD-A11B-11A-11R-A131-07","TCGA-DD-AAW2-01A-11R-A41C-07","TCGA-G3-AAV5-01A-11R-A37K-07","TCGA-DD-A4NO-01A-11R-A28V-07","TCGA-DD-A1EA-01A-11R-A131-07","TCGA-4R-AA8I-01A-11R-A38B-07","TCGA-MI-A75C-01A-11R-A32O-07","TCGA-G3-A25S-01A-11R-A16W-07","TCGA-DD-A39Y-01A-11R-A213-07","TCGA-2Y-A9GX-01A-11R-A38B-07","TCGA-G3-A25V-01A-11R-A16W-07","TCGA-BC-A69H-01A-11R-A311-07","TCGA-G3-A5SL-01A-11R-A27V-07","TCGA-DD-AAEA-01A-11R-A41C-07","TCGA-G3-A3CI-01A-11R-A213-07","TCGA-DD-AACI-01A-11R-A41C-07"
"FHL1",3.73588314724032,6.01283900881708,2.82653120068003,1.02691629669613,4.42899922985199,4.10024447416729,4.20185844430502,4.94344792629859,3.91345418319825,3.45939131567227,3.07924705101586,5.66808749875083,2.39727017085138,3.90278832383011,2.31382811913767,2.28091207469967,3.13784875818813,4.28685520130433,3.33301947051168,4.14432462840636,2.28526157385544,2.91473427434683,3.6179937164282,4.2484504821358,3.97063235500768,2.64472437796298,3.10104673594792,3.37195386397706,4.97614446875688,2.15333672844359,1.11381900380725,5.32892358270268,4.89923851567095,2.85531971161477,2.97787087671291,5.14936441120128,4.53346656069882,3.96352267047794,2.89271915161743,4.79878375437282,4.90088270940082,3.46689783771645,3.26872517303107,1.96768532858667,3.21989674150848,4.15193457636718,6.09196833227637,1.46584041645305,3.81204597398451,2.51545746460438,4.31651754767301,2.03564684580771,1.6412201469182,1.28650442885802,4.81423304259252,4.05135235555036,1.86776576025276,4.43420987379326,1.73896507356197,5.34269988067229,3.02595866142074
"HOXB-AS1",-1.68196560155348,-2.58800579022882,-2.80581849956892,-4.00384377655468,-1.49826440535921,-3.3176296065349,-1.95056673937949,-3.06027205294958,-1.69430537598309,-0.828968347706275,-3.67920933334453,-1.99212093259687,-3.50680915306981,-2.9505832626296,-4.60494281134497,-4.60494281134497,-2.53839286251926,-3.82038174361691,-4.1495431253644,-2.9594672388808,-3.16066302500568,-2.39519906408586,-3.2447136092553,-1.35674040514128,-2.63769801616485,-2.37615489889495,-2.16316651370305,-2.68932972714762,-2.76794110335737,-3.14493978382146,-2.29047814818312,-3.60448552037304,-1.82722531998475,-1.07906708272498,-3.33429542510553,-3.62407775294788,-2.28894777529866,-2.95084512040657,-2.65903662593087,-2.07296101942025,-3.33975185817676,-4.10935631841065,-4.60494281134497,-3.28133286470224,-3.18530379126757,-2.98436483330939,-1.56278263542601,-3.43033796646714,-2.34910212433069,-3.21949139357595,-3.13040737074202,-3.61021691866176,-2.3665251477549,-3.75737247118064,-0.575249894358884,-2.8744813393341,-2.50295338368358,-2.99028346008397,-1.34828395295222,-2.57423968444044,-2.99410431455607
"PPP2R5B",3.91357895311633,4.23292963669884,3.33193526416254,3.99547889899939,4.17069859986184,3.34345240162474,3.46703894481213,3.64726803220073,2.7155311820718,3.84146180003095,4.28582492712874,4.90675894055745,3.83478599342192,3.96118285349963,3.37628810845588,3.47195347786516,3.62529472192925,1.8791082800412,3.53445558698387,3.34499225714889,3.91265913981889,3.86727115679735,3.46372249702888,4.14846104191876,4.0404484571232,4.02085744270703,3.68242540069141,4.24164693369478,3.67386749650694,3.85307679292819,1.87232615770435,3.48608069068872,3.37066487589452,2.85024187199283,3.75381849760771,2.85659169257886,3.33497204919235,3.85627205387209,3.61272845689462,3.37840360160623,2.9281627354605,3.42225917353203,3.51519290537113,3.10520492498916,3.52175968072728,2.5528127557183,3.0186423311293,3.97551654021432,3.98636546333829,3.36627434902391,3.6289075116783,3.45061838842934,3.12957145302079,4.77650655197104,4.02230261881319,3.01807182834868,3.19420485723665,3.66901110504891,4.64185671758857,3.37820217365276,3.22142921698997
"ADAMTS2",3.88504138703057,4.49035698800169,2.83891435623124,-0.515527566718949,4.19025872691194,2.43272648104128,5.99064683420206,-0.203555655248191,1.78695378144548,4.32733793638715,1.4541189771015,3.35492701082548,1.94045159685321,2.67217813286802,2.15148061603283,1.63778195657413,3.8328554612297,3.02368369992106,2.84994398543523,2.50437620547322,0.610217679138567,2.14137859146488,3.96992189471903,5.62358160448582,3.19061436797104,2.21781683079157,3.7860826839323,3.26771589452518,2.96560414898014,1.54568949325857,-0.526264495362104,4.7008918499861,3.48052506170007,4.00991113508308,2.00289595548213,4.1799835291548,3.67432363263511,1.83618399308636,3.86763552376274,3.84712089295309,4.61621904085466,1.65866165542932,0.630121802228089,1.1120513837344,3.02014878293519,4.35393571373161,3.01274760198504,1.16708126613244,2.06764308362034,2.03750265058528,2.73221263769896,7.43110459890403,1.08069810942731,2.6401315432644,6.87726823807175,4.65598914133247,3.79352651959765,2.74835007649117,1.21842062711332,2.64989942008086,3.02595866142074
"ARNT",5.62087892847682,5.87649930154499,5.55157647683802,6.09843674656005,6.26615314069775,5.54792127076475,5.52227934032263,5.69398646044577,5.46031707981297,5.89280843900374,5.68503344380115,7.48448119833461,5.03293377227345,6.03848555052795,6.8835023726661,5.11463294893147,5.75468595986506,5.06118182566182,6.28983763950943,5.06334831184298,6.00176086820099,6.22702061228156,5.78303371175421,6.46526951844034,6.3636877099165,6.57683587946408,5.95319158664588,6.11396690800245,5.87437689461228,5.07235180545473,4.84721458227701,5.57650164532311,6.53698277224845,6.02020663377678,5.8467967350533,5.55991121773757,6.4851339246813,4.90184200641702,5.43888281937572,6.69645430993219,5.39980482920311,5.78849243918121,6.29931595335907,4.92923686435087,7.2259105014331,5.63587577801286,6.13194536492263,5.46988778496044,6.64989747344556,6.68239856336491,5.93956950616591,3.98814323297522,5.67722085910817,5.66439334087204,6.42211877387038,5.09209108645003,4.79021171961424,6.44090398291889,5.94341908334105,5.49650945380387,6.1547757979547
"FOXN3",5.19925732143511,6.37613746095353,6.40172690478885,5.75180589836251,6.45145690612565,5.96070033703989,4.81740883457775,6.11885967627139,5.809490461826,5.13319350023126,5.81435097883763,5.4601206578274,4.67618135092469,6.39270541946992,6.42558083212407,4.66197463266554,5.05936276740595,4.9779936985298,6.24846981696787,6.03250840067291,7.24568273053929,4.36133142872113,6.29198570084001,5.06095375176372,5.0333871591685,6.46991811765488,5.38005917518378,5.51751981613913,4.87495406370813,4.10007265176352,4.01631597996544,5.0911988144818,5.4457923848582,4.57990808785745,6.07761025977407,5.58778376177772,5.92424250264115,3.57933991315006,4.45059916094657,5.71333369840286,5.37395161349984,5.28420300431057,4.59252211374885,4.94474990418015,6.20256689325348,5.34443372705919,6.05085188935206,6.4801147323133,5.25676267734229,7.19831824462543,5.92922214878433,4.6882871528306,4.83775793263185,4.20595568792875,5.7844637077311,4.81385108842089,4.45256449654445,6.098096372099,5.6621185155785,4.87146336078694,4.64795412672965
"IGF2",-2.40603223966331,-1.88540896886453,-1.03055148949047,-3.58080519203763,-2.51302966922661,0.12694489645286,-0.989826888677513,-3.63505563366715,-3.93348443287837,-3.97070230234049,-3.37260458453277,-2.69601379378275,-1.85994678823017,-1.93374332611181,-2.43118580330591,-3.15897473540517,-2.53839286251926,-0.91314351427042,-1.81029780921823,-2.53704100049194,-3.50227599231384,-0.851197318454874,-3.2447136092553,6.67288002997126,-2.63769801616485,-0.780247684113516,-2.16316651370305,-0.803840221644061,-3.41190674960892,-3.39497979985369,-4.60494281134497,2.65335349355865,-3.48622889532686,-4.60494281134497,-2.09170637303858,-0.940029758214644,0.281602480253646,-2.65521471587765,-3.32612629096228,-1.54153115334077,-1.21616998330195,-2.50761843285253,-3.01569936497615,-3.28133286470224,8.15002760243399,-0.0730535104382948,-2.27705825404563,-4.60494281134497,-1.35758004361238,-1.34187882546466,-3.47667516959442,-4.60494281134497,-3.56054024364435,-3.75737247118064,-0.529287689231825,-3.34732646897328,-4.60494281134497,-2.64615582446244,7.15713784110165,0.79242181509525,-4.60494281134497
"SERTAD4",-3.46933679485572,0.892826773069491,-2.29223616286108,2.68102805528644,-1.59235347319076,-1.39016484914844,-0.913920594753043,2.21735940385462,1.65928048658325,-0.425771488805247,-3.11987691538212,-2.69601379378275,-3.16603064988122,-2.9505832626296,-2.86452795353963,-3.15897473540517,-0.823021829906592,-2.1893439572674,-0.960389535674698,-2.33252616317902,0.314472586968466,-3.01306901629306,1.64731505210654,0.776590971307027,-3.816213989716,-0.67677826413482,-1.38584130806244,-1.18478467775152,1.02301144573532,-3.14493978382146,-3.87170410676592,-1.69725967014995,-1.49809789603871,-1.15872291642506,1.30994023288399,-2.31375364077748,-2.09321631657133,-2.20044134139921,-3.06796256264138,-1.90015863091913,-3.33975185817676,-2.03965624694981,-4.01783824993072,-3.60354113209427,-1.7406187231384,-1.75195599038955,-1.56278263542601,-4.09996301575975,-1.43113317454812,4.27398403748145,-1.05975915504596,-3.61021691866176,-3.56054024364435,-2.67965066376153,-0.206377186710948,-1.53134770034766,-3.97375940059036,-2.36850925772457,-3.55551510222658,-2.11204900360659,-2.99410431455607
"BCL6",5.87358014639389,6.32447493140849,5.73391675567367,5.71669277887349,4.84484526344362,5.87960447537231,4.02753118030232,5.65616625173227,5.17048892911232,4.95576549210903,5.46843692484169,5.50397589086933,4.80030587013374,6.3200574241758,6.18924133451711,5.06866234363275,4.37212310422952,3.66396289183973,6.86107653715205,5.60298490183802,6.70004643064201,4.67919068496315,6.33213445816704,4.8158505828232,5.8229227709794,7.13761698990755,4.57100990575342,6.22031227310015,6.38777975161933,5.81030926829434,3.16493663969953,4.34871102798394,5.21657250605549,3.62314455029935,6.39040525797925,5.11479839906432,3.78114713382132,3.1576571347743,5.18751153839385,4.70320167020889,5.2211595762283,4.27885474682755,3.96941305757742,4.21323626873349,4.70580122221663,4.00643845020332,5.64685664792504,5.17205827272974,5.14257297203426,6.25967294436529,4.33231005541044,5.25023426135806,4.53630260359354,4.72546357798881,5.03201966995299,5.29755770329591,4.1327977504284,5.99834201753501,4.22676403797148,4.0037012672615,4.12709405304997
"NELL2",-0.360312567112095,1.72109361980737,2.48689318227503,-2.76322793480931,2.65507731745524,-0.838729856859145,-0.644867986686545,1.33516066461976,2.80874515057663,0.704249046960102,0.201870680034443,-1.52110356809611,2.00926547892943,1.90616203955584,2.3068318107256,1.61571179112434,0.723360423713595,-1.92253555002649,-2.75769215286608,3.18214384607168,-3.50227599231384,0.734278673197059,-1.96705468219417,-1.02831196455296,-2.93471209431505,-1.73285141471432,3.46165464067653,-4.60494281134497,-0.604291230543278,-3.6976331604257,-0.77232262901387,-0.0494784230346033,1.26308012680558,0.245205408063065,-2.85884644961468,-1.63859737364863,2.50851744261322,2.89784987847973,-1.76074594768473,0.915252278402188,-1.36897971960468,0.326378741336715,-4.60494281134497,-2.43283800799995,0.375637258722096,-0.85542011083182,-0.0995786707360448,-2.35036952660013,0.221702706007495,2.88252813712912,3.11151390657273,0.514075646620087,2.68653200243005,-1.88329125036945,2.59399494826578,2.04215476255496,-0.0843069778401195,-1.33261351763491,-0.7071009656523,-1.17566721567745,-1.5710748290861
"PLXND1",6.26962928108866,6.41016935152087,6.80032290545804,5.13549381062599,6.9206516438078,5.53784454904912,6.69603680379885,5.11889491866429,5.94741043784962,6.59637826104034,4.3249385251733,7.92273588087489,6.0148730482477,6.26772078012852,6.44403239069328,5.30337031908136,5.82211399799589,4.89476246907874,5.1689532158204,5.73489082231645,5.34405929694215,5.6993349340305,5.63632776273009,7.44771405473193,5.90223309431546,6.11366562812466,6.14133551232589,7.3282184971343,6.99977562844425,6.86515132805976,4.93840341881167,5.69346040047966,5.57743820897996,6.27733068126756,5.62546492802324,5.22230521746243,7.02784322273183,5.55048368241275,5.56153514993102,5.59330040146582,4.99782338258044,4.95028921991411,5.62003171569345,5.39856072332079,5.54632072198665,5.45232573133135,5.76377914921475,5.80993459558708,6.48505332810381,6.00516917415533,5.7310185853453,5.56999365479596,5.27034296785047,4.82245880327359,6.89791674760704,6.13333962712737,7.37671974051858,5.45642098532472,4.41986002691425,5.38563722443135,6.47260006473561
"GGA1",5.2900304008549,5.40696848261901,4.66431053252687,5.42159900527804,5.79121784773688,4.52805627078939,5.09509679438577,5.31724459351354,5.46430201552091,5.19436819196332,5.09831345284716,5.68587602166995,5.12107978913692,5.97258997317802,6.15702204476468,5.18844959996271,4.94126397525988,4.06679592972278,5.61385008495037,5.14443233499531,5.82942800461657,5.49366050189184,5.47856475904446,5.49776169843472,5.38674507416849,5.16544603579939,5.15421849513957,5.58299746872622,5.5855761616965,5.37278671468856,3.92102247112647,4.77534862017439,5.26433888597888,4.68489204804898,4.95881301606414,4.72072400150149,5.04114280514131,4.57329743728199,5.1112742879583,4.80971498506973,4.3818809898735,4.97135721864765,4.76887891084904,4.69247547808314,5.13824203729032,4.24353725862135,5.11157387645502,5.53242346704041,4.74775759639315,5.2937293471888,5.49027357750546,5.66294762047047,5.49647480873375,5.68296407862117,5.07263793279351,5.04457465840376,6.63338654839181,5.4036735112544,5.7902630181079,4.84836200910379,4.86827232448842
"ADGRL1",1.69540137650815,1.62674710606944,1.32622396447494,3.0720539797751,1.71443995787683,3.69132625037033,3.94329999149095,-0.139547948180393,0.245859664311097,1.89400228140276,1.22232461293789,4.15521973537228,0.221789580188811,1.27749294113921,0.724790105708296,0.656708672342189,1.70529359469705,0.297262307802722,0.419590648650714,0.804649712982034,1.2904363912138,0.935009360682749,1.37617838218632,5.46145332219,0.160160038159467,0.350461665363522,3.43152235977593,2.34837893255334,1.6995241504013,2.33405702207361,0.370910683805709,1.9958750436547,0.940092361169445,1.26646112171785,1.1174939574841,0.642933151666882,1.57035953329212,0.448557102178501,0.750466729384813,2.15101701326766,0.466883020572651,1.04430634187584,0.758869692606546,-0.0172949539593914,2.1302638324372,1.61065874926083,0.944597690083705,0.0565788961347393,1.48307629697178,1.26576259871729,2.21617183249237,0.876578396583162,2.08899591801161,3.41090923214541,2.88029680518652,1.89471021271532,2.60536583789448,3.86970237106434,1.53524407678407,1.1215704777623,3.01846309577384
"MAPT",3.6593108754419,3.72586446420467,4.3260591878595,4.15878521389222,3.89538024300938,-0.470031527918499,0.645646801984361,2.37905461373752,4.68435447588451,2.83186512945019,0.475596220427057,4.72722776029501,3.21717039271622,1.73502871981689,1.29067025116958,1.80314936446585,1.15791470031009,-1.22734897189678,1.25698882903432,2.7752849262624,5.18204136098305,1.51378667396113,3.29727227446117,2.17249949232834,2.34874409340567,5.29359250157165,1.37378907728989,3.04682272731557,4.89645087556571,2.40927074109689,-0.0490978551131621,-0.177806138706221,2.12892635039274,1.45219725490926,0.982720281793973,-2.31375364077748,1.27484485561876,1.41079854284478,2.45228644473945,0.703841174381553,-1.07800681433078,1.90564945456811,-0.844112975898788,-1.14296369704613,0.89943668918316,-0.525292014384208,1.96618874550574,3.87579876630017,3.66316495434611,1.29202746925555,2.1700475116579,0.384821033332462,0.784166718897465,5.11485565221599,1.55127202469153,0.518051036409136,2.35491847376214,2.72634752982616,1.93413758850927,3.99798719544678,2.13377224340094
"CDC42BPG",0.427306668655786,0.0891440530086301,1.54355445925718,0.372127720290719,3.42875781004148,-1.00019965220583,3.38676935291196,-2.07052330082918,0.804032246459122,2.31165486948315,0.638636462152406,3.63213115186206,2.26281450901748,2.36745556342578,3.88378423105557,2.79463017615734,1.32892168760376,0.477285066805046,1.80245672000926,2.03856276927271,-2.65306325096383,1.93824061788457,-2.09353072102426,4.42809836034963,2.5012767727573,-2.22250479581179,2.21441678987193,-0.667049621483171,-1.88814650893752,-1.86271221720921,-0.365857793570255,2.61028459061088,-0.345010345602671,0.73842599109691,-2.09170637303858,-0.319590821085503,2.53095691521104,2.18309562025155,1.73273825758752,-0.196329755945127,0.715167368569165,2.35839173789972,1.54093438805424,0.889650075442969,1.55205637574953,1.85693349860067,0.580211665900167,-0.842263982551572,0.291956528818684,-1.34187882546466,1.15974950589136,2.69743928296301,-1.52811275827208,3.64297673639652,1.85838330656866,0.312062899264568,2.45918618379818,-2.24745115205139,0.847532265097361,-0.106546658527317,0.0760294170489717
"MAPK11",4.10926121732814,4.43575303031335,1.80150911540327,4.77265837403705,4.40332617561674,2.12043256111279,3.48467556398957,1.28938828919639,1.59094062490649,3.984805041785,2.9050651703058,5.37552218070745,1.92272275025216,1.29056537958787,2.73980184055239,2.86648292384384,2.56540435008498,1.15284745201159,1.80245672000926,1.55828461930955,3.46005186649582,2.49491889245083,2.13721481314253,3.58730383275953,2.39867667102998,1.41162800467103,3.01018296526594,1.66652729638476,1.70732960034793,1.46337599227141,3.19954466603899,2.15751443279646,1.60880914915658,3.05389827643992,1.45955013465506,0.749776890341685,3.05171690339688,3.3899354172983,1.47326701737658,1.7124035950704,1.15890501494725,2.26035805953821,2.91319142453211,2.34620375183064,1.8003566686256,1.49903200148088,2.46637776148877,2.74919327573494,2.68316795685407,1.35567088934036,3.29820487939364,4.27325524754961,0.972502072921782,3.48897018189788,2.79705598138693,3.46403088544299,2.56194418816597,3.1242634131391,3.88860090523913,2.08650259460923,2.74634232748312
"RCOR2",-3.92817517433723,-4.01242818723679,-2.29223616286108,-4.00384377655468,-2.33981041395896,-2.40273603296531,-0.0911407273831229,-4.60494281134497,-2.85188234022822,-1.22836799510458,-4.06906414248291,2.44025618058477,-2.89056476349968,-2.3543723254076,-3.48681158256442,-2.45149039083296,-1.72177653923204,-3.31502791445394,-3.52531698400014,-3.71632316397205,-3.95073050590788,-3.46178213209293,-2.23216925082517,-0.535491858405872,-2.93471209431505,-2.37615489889495,1.43582089872187,-4.60494281134497,-2.45756332222182,-3.6976331604257,-4.60494281134497,-1.43420494835834,-3.93976243109744,-1.00358012998909,-3.33429542510553,-2.31375364077748,-2.18776521036016,-0.966629270411743,-2.65903662593087,-3.09911905858583,-4.17102454058748,-2.14319640581654,-4.01783824993072,-3.60354113209427,-3.18530379126757,-2.05857313002599,-3.75363372336367,-3.18464155414413,-3.6458913446543,-3.98434485738814,-3.13040737074202,0.742300295759077,-1.00130141574765,1.59181847746366,-1.53420978712705,-1.99605155562517,0.407786391579018,-3.19899713368024,-3.55551510222658,-4.00625374551713,-1.98770718771981
"ARHGAP20",-1.04741323075873,-0.629651244094943,-1.91425834874856,-2.98788573491138,0.853325939739629,-0.838729856859145,-0.527082744440197,-3.06027205294958,-3.13087208924104,0.233304166817991,-1.10083442746051,3.12817189361544,-1.43735525953625,-0.754547048158094,0.44786626349579,1.33418859517172,-1.81372741052976,0.957127458738008,-2.36871772199897,1.29584835734635,-1.98112084280297,-0.688385647585099,-1.85077820011196,-0.128915957406738,-1.21838413907996,-1.36793858914711,1.38641065312451,-0.464454821816984,-1.05411003669672,-3.14493978382146,-3.02619715271112,1.98092460401934,-0.218403464912401,-1.75948719961007,-1.29066860192543,1.21518414443175,0.383765766795763,0.417122626953316,-1.42178585641821,-0.076470687299584,0.0710327751280366,-1.34074123588738,-2.60012763956503,-0.74435288484775,1.00217415592822,1.45483997152861,-0.653124688634699,-2.35036952660013,0.773338067038687,-1.70767379833283,0.564414963101613,-2.8051282439625,-4.60494281134497,-2.8400856117077,2.02167389446224,-0.316088505480788,-2.03459779552897,-0.695719710266058,-0.343032389066228,0.926810167069219,-2.99410431455607
"TRAPPC8",4.52600903772598,5.44893120973146,5.29342626499229,4.39994250451457,5.34990452548922,5.64414317140155,4.69092998160199,4.55103992902998,4.52713177626137,4.36912032102882,4.91776436284953,5.24930333673199,3.35574680943969,5.65077116398666,5.84861123696697,4.97316394799951,5.30389360285106,4.60113288186622,5.72951068259387,5.24734870546335,5.16980902134972,5.0646813874761,5.37415416236534,4.22746259028851,5.36597716771656,4.63634164377523,5.68599454311628,5.50309373084394,5.56531874019784,4.34322484950275,2.0629457128371,4.98749278737153,4.47786693173344,3.96128543156533,5.66836525682214,5.18788020103285,5.64535238426905,4.28632247358542,4.28840495622729,5.28404988081359,5.39536325828,5.48311428132556,4.93868363645468,4.50245285522903,4.78448518824851,5.0248870024058,5.0596295153841,4.63367666969915,4.9386936768452,5.8629376921322,5.74353984798909,4.15269827362426,4.08964908627622,3.64297673639652,5.98038273481314,4.83904052857095,2.89941299190059,5.48945589586814,4.42281979803926,4.79773382806201,2.25354069509454
"NTRK2",1.78049644049747,-0.26159453757515,-1.36733267126756,-4.00384377655468,1.33446973556805,0.310329467375308,1.112965786179,-4.60494281134497,-2.61820032169089,1.30379533931744,-3.37260458453277,-1.3329911226059,-3.95382188646412,-1.93374332611181,-1.49905270789212,-1.33856419382203,-0.973989248187839,0.414390592966966,-0.723961825957658,-3.17048391333687,-4.60494281134497,-2.67130651607504,-0.545535938509946,1.20914014822449,-2.93471209431505,-2.37615489889495,0.293031703596806,-2.00007475957828,-2.20228082123667,-4.60494281134497,-3.87170410676592,2.6295852283758,1.57424010345868,-0.0264197522985385,-3.64754915145876,0.71503413227508,1.89262820539715,-2.20044134139921,1.21854014800579,1.31658195966382,0.80125067157798,-1.68688088528772,-4.01783824993072,-3.01811170742173,1.01451679478144,2.21586198480806,-3.75363372336367,-3.43033796646714,-0.291651493488878,-4.60494281134497,0.700434299550293,-2.61286122025816,0.546089665671213,-0.778016115379456,2.88878598312385,1.32136878545942,-3.20085451743563,-0.475730484890726,-2.5314221115702,1.70211525837286,0.0760294170489717
"ZNF704",3.82621481616684,2.96050788652171,3.00563175308882,3.57205003954742,5.19304774038408,4.41047783223198,3.96858842361559,5.89742694954709,5.93252941534006,4.28430929483336,2.89075342162218,5.76524879104811,4.49159201384207,5.34410584170294,4.51523377203456,3.34690824276941,2.10116563930327,2.90287817331723,5.63923779973669,3.99957397436424,5.90687179095174,2.97064979877088,3.73426354724689,4.48064660843332,2.20646911048603,6.03631186429811,1.45990559137199,3.1461011282175,6.07586008842342,1.18384132942029,2.00542573434652,3.62718976431778,3.70215851694905,2.52655293742159,5.74999999313662,3.31088384301122,2.27145413627596,3.55065695368044,2.83463229404399,3.04209580873067,3.1150396479218,4.58961325413074,3.97699631744134,-0.110412134774798,5.56427288251419,3.57896953652206,5.23062725052514,4.06878526357081,5.30852104648625,3.53246552883017,4.33056384508338,3.19189189364909,3.89802962639003,4.86942670854896,4.25515874048329,4.04137007135734,2.95920962897813,4.89258470428462,3.84954047236165,4.83132559666889,5.03912976877659
"LINC01237",-2.8418641379046,-0.677005101693047,-2.02958726603807,0.0557216472550035,-1.80121866786522,-2.78884328457574,-1.55502577026166,-0.270535553632655,-2.08352586718567,-1.89980437542934,-3.67920933334453,-1.01743273288589,-2.46013705335539,-2.72335933980372,-0.346034186779111,-2.65108423558409,-2.53839286251926,-3.11621167458642,-1.53056541156786,-2.46559922076128,-1.42980300311002,-1.18956956358544,-1.96705468219417,-0.701204598880929,-2.39151523492751,-1.53888807396749,-0.105965972864986,-3.35012474532902,-2.45756332222182,-4.60494281134497,-3.87170410676592,-3.28246598468242,-1.95604053858647,-3.44307725462276,-3.33429542510553,-3.62407775294788,-1.92089535329818,-2.40998224709693,-3.64077906374351,-2.92334003471699,-3.56742517533117,-2.99638476839308,-2.43002460669681,-2.43283800799995,-2.62983546915009,-2.98436483330939,-1.87616011591372,-2.79157373126572,-1.2875956715102,0.277120696785779,-0.0483136262744347,-2.8051282439625,-1.94671752687167,-4.60494281134497,-0.886807994989818,-2.23393855214778,-2.92897345677797,-1.67900850232532,-4.60494281134497,-2.2502877615017,-4.60494281134497
"SOX1-OT",-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-3.93348443287837,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-3.48681158256442,-3.50084962667902,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-2.0603153220202,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.09016110063918,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.1594588108271,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.10935631841065,-2.01463111046089,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497,-4.60494281134497
"LENG8-AS1",-1.4705240054927,0.504400920439599,-0.40639955884294,0.084906486376173,0.989468059539818,-1.92625323944543,-0.471610355621925,-0.139547948180393,0.0219218286850699,-0.259815061905902,-0.792966102828306,1.1847555405629,0.938275542534429,-0.0146271848670215,0.422198712418592,-0.165753918544939,0.123560086778418,-2.1893439572674,-0.837337892747718,-0.226768310705032,0.0771544549859918,0.0943109560309295,0.565067612391528,0.755420162473858,0.0394443967203784,0.658120576634045,0.493016384169711,0.853750430625596,-0.173230196580488,-0.464544557851265,-1.80558590362843,-1.14467986235905,-0.533206198352354,0.149238098951548,-0.827335555213132,-1.1804929954152,-0.350307608599639,-0.809635366592809,-0.86486574571718,-0.564498403881873,-2.67621986837197,-0.871934117754569,-0.350935642242689,-1.90213181776831,-0.264050518398884,-1.09715956881957,0.0915103668342413,1.26337792637182,-0.0995141959410585,0.686490324553598,0.939156048332761,1.09893715203043,1.36374011965844,-0.623989334476781,-0.206377186710948,-1.0609073862295,-0.672342182275507,-0.377157211732751,0.44343551214453,-0.612549851236859,0.386665012779296
