"","TCGA-ZS-A9CD-01A-11R-A37K-07","TCGA-UB-A7MD-01A-12R-A352-07","TCGA-BW-A5NQ-01A-11R-A27V-07","TCGA-DD-AACX-01A-11R-A41C-07","TCGA-GJ-A9DB-01A-11R-A37K-07","TCGA-DD-A1ED-01A-11R-A155-07","TCGA-DD-AAD2-01A-11R-A41C-07","TCGA-DD-AAE9-01A-11R-A41C-07","TCGA-RG-A7D4-01A-12R-A33R-07","TCGA-2Y-A9GW-01A-11R-A38B-07","TCGA-MI-A75G-01A-11R-A32O-07","TCGA-DD-AACH-01A-11R-A41C-07","TCGA-RC-A7SF-01A-11R-A352-07","TCGA-ZS-A9CF-02A-11R-A38B-07","TCGA-ZS-A9CF-01A-11R-A38B-07","TCGA-DD-A73A-01A-12R-A32O-07","TCGA-2Y-A9HB-01A-11R-A39D-07","TCGA-EP-A26S-11A-12R-A16W-07","TCGA-EP-A26S-01A-11R-A16W-07","TCGA-DD-AACK-01A-11R-A41C-07","TCGA-DD-A73E-01A-12R-A32O-07","TCGA-2Y-A9H9-01A-21R-A39D-07","TCGA-KR-A7K0-01A-12R-A33R-07","TCGA-5C-A9VH-01A-11R-A37K-07","TCGA-DD-AAW3-01A-11R-A41C-07","TCGA-DD-AAC8-01A-11R-A41C-07","TCGA-K7-A5RG-01A-11R-A28V-07","TCGA-DD-AACA-02A-11R-A41C-07","TCGA-DD-AACA-01A-11R-A41C-07","TCGA-DD-AACA-02B-11R-A41C-07","TCGA-DD-AADS-01A-11R-A41C-07","TCGA-K7-A5RF-01A-11R-A28V-07","TCGA-DD-AAEH-01A-11R-A41C-07","TCGA-KR-A7K2-01A-12R-A33R-07","TCGA-DD-A4NF-01A-11R-A27V-07","TCGA-DD-A11C-11A-11R-A131-07","TCGA-DD-A11C-01A-11R-A131-07","TCGA-2Y-A9H4-01A-11R-A38B-07","TCGA-K7-A6G5-01A-11R-A311-07","TCGA-DD-A4NI-01A-11R-A27V-07","TCGA-DD-A11A-11A-11R-A131-07","TCGA-DD-A11A-01A-11R-A131-07","TCGA-DD-AACF-01A-11R-A41C-07","TCGA-DD-AAEI-01A-11R-A41C-07","TCGA-DD-A11B-01A-11R-A131-07","TCGA-DD-A11B-11A-11R-A131-07","TCGA-DD-AAW2-01A-11R-A41C-07","TCGA-G3-AAV5-01A-11R-A37K-07","TCGA-DD-A4NO-01A-11R-A28V-07","TCGA-DD-A1EA-01A-11R-A131-07","TCGA-4R-AA8I-01A-11R-A38B-07","TCGA-MI-A75C-01A-11R-A32O-07","TCGA-G3-A25S-01A-11R-A16W-07","TCGA-DD-A39Y-01A-11R-A213-07","TCGA-2Y-A9GX-01A-11R-A38B-07","TCGA-G3-A25V-01A-11R-A16W-07","TCGA-BC-A69H-01A-11R-A311-07","TCGA-G3-A5SL-01A-11R-A27V-07","TCGA-DD-AAEA-01A-11R-A41C-07","TCGA-G3-A3CI-01A-11R-A213-07","TCGA-DD-AACI-01A-11R-A41C-07"
"LGI4",2.48541570137551,1.03184935447392,0.0278405485703162,-1.75645306377456,1.88126267469707,1.59270096701358,1.40737747552711,-2.07052330082918,0.919993547825529,2.11411413855389,1.7037517438127,3.27280566252625,1.71180980432298,2.39797541774708,1.9596258090958,0.820038291615036,1.60231982302504,0.59540160596284,-0.960389535674698,1.78024964314164,-0.777489717142362,1.52212683680109,1.65716861107358,2.46759046307019,-0.342750932896753,-0.67677826413482,2.41253348526114,1.14142585847589,0.702121882424021,-0.576194011218074,0.919902543744748,2.55583656982309,2.2137212551871,3.0670890764955,-0.51658254079817,1.62382364136764,1.93811341268991,1.07038764503317,2.71523225862637,1.86392890999447,0.221351900584914,0.814905056768098,0.986302963815182,0.485239693822023,2.27579413169703,1.54191049571582,1.15189522685318,1.06389437142363,1.73922280808179,-1.93248962931291,2.63369181057517,1.64201610384017,1.15329650006493,2.68504377124357,1.26862109100408,2.06860795614627,5.0646038040334,1.0531951812214,1.81302755854123,1.99766790924567,2.17480979346801
"ZFPM2",0.777090921653836,1.95651430529406,0.843215970013564,-1.86388828359651,0.621499749662226,0.275470116714082,1.57481695655775,-0.661930019541104,-0.467840986284204,1.84928094239562,-0.747484573489265,2.01304333396089,0.411702026421498,1.45053362035098,1.46420238880349,-0.327389821346725,0.123560086778418,0.830360313420257,-0.459076437310904,0.552695481378365,-0.899088092865397,-0.851197318454874,0.916362676278756,1.59011707889796,0.271550230432441,0.139853360623928,0.806494861090283,0.494053246679886,0.267853648666804,-1.25540493594561,-3.87170410676592,1.9958750436547,0.370497512329672,-0.510111042617282,0.194209962196284,1.76638032642463,2.08688670652487,-0.365097441373193,-0.0597830921784776,0.926773844562752,2.01783412606581,0.140472518208583,-2.14025907391236,-1.21009001318326,0.23504515715871,1.13830854375767,0.547966694477113,-2.01296622590131,0.358947527195335,-0.257954524983169,1.0280349351389,-2.8051282439625,-0.236420744088107,1.40757436146255,2.87175737898686,1.39638279675769,-2.50295338368358,0.315635283846512,-1.71386353117016,0.563984524867218,-0.661954388201889
"L3MBTL1",-1.57237465152821,-0.725966166964812,0.216817494632071,0.141562557320923,1.21455204037137,-1.7724363390947,-0.0911407273831229,0.979288638909442,1.4693142938965,-1.22836799510458,-0.196086934931431,0.951269187696344,0.0689910818306253,0.60358313519416,-0.260410625323391,0.317052716681042,-0.148450827687467,-2.78568806158985,-0.261502561628313,-1.11734758079761,0.229986307259039,0.884152206358114,0.948815453797724,0.954325194171521,-0.580039498623113,1.25033219318927,1.26863256143828,0.898528589915577,-0.173230196580488,-0.97476089550139,-2.11012600080556,-1.90372930106314,-0.259383533934086,0.44704294981912,0.520408816077806,-1.63859737364863,0.281602480253646,0.384987950000007,-1.6682527892075,-0.1232262845661,-2.12942513411593,0.438214264381462,-0.511439967683537,-1.28049267349873,0.0792581336839517,-2.98436483330939,-0.510474915364089,-0.454046928401494,0.0964304801037714,0.195988923578092,0.920703801148009,-0.123185964187019,-0.0618952948794981,-1.31302303038539,0.227600307561719,-0.459913981276804,-0.621397939649387,-2.24745115205139,1.44495427306202,-0.39646013794784,-0.32038148021802
"MICAL2",4.19118975973935,4.8573946661237,4.49858567929126,3.30691923681687,4.89880100422234,4.52342118054811,5.16786194680058,5.21536947436913,3.22040970854336,4.50362397749779,4.66689311826818,7.19306332631011,3.43292272276127,5.77572837057242,5.02933259961716,4.21964123597449,3.72873605645323,4.96433667722653,6.76763513692714,4.03310480466786,5.85609877185889,5.63830372674673,4.13942645635712,5.33247515350163,5.18217636411859,3.64996243065942,3.72776485464176,5.60961345582453,5.62474204843252,4.16082454272866,2.33611045708477,4.32374771067927,5.79757357752864,3.92068490789873,5.58008300603008,4.01126301107156,4.93646888548968,3.72122674432918,4.85881926579089,5.42578623696989,4.39479465592552,4.01743175252597,6.4905903119233,3.1257664370064,5.38099662366187,3.90880521535613,5.0596295153841,4.07322029832805,5.01769864586855,5.20407445061745,5.71771984079788,3.52663422399468,3.19637770086176,3.5202888842756,5.57094307363754,4.12409591936392,3.04055052819706,4.79113217888805,3.70627766465693,4.11347259876331,3.43355024829012
"ERBB2",6.27467982200764,5.32295966865099,3.97226586061265,6.71321147981031,6.63426663153456,5.04841819675931,6.42400451512688,5.25906605040845,6.63675075827635,6.40570405938053,6.24714254798613,5.25175529428912,7.02665575179587,6.17162975891955,6.1920918462545,7.0406657315614,6.41466332676156,5.72787733505032,4.69878418986942,6.83624848965614,5.63710274662091,7.23853620607397,5.42333968855916,6.16915104481687,6.40550228152545,3.23484063800944,7.95207580782841,7.06750644351314,7.40792758911509,6.28987223611804,6.78926998592044,6.67848056495807,6.2148402943345,6.9833951248443,3.93994974238223,5.1412092119991,8.43802768963906,4.96841432525539,7.21806661542217,6.8966593808349,4.69623579232937,7.02657904976983,7.15092245894431,6.2232139853998,7.04446199089924,6.47211630636695,5.53922717681436,4.55235544947339,7.50735427212138,3.70610042423838,6.02626775125992,3.54187370755047,2.95373336837335,4.31712951342417,7.19069837655555,6.43252123285423,4.38097260069843,5.85149069840793,5.72701453493723,5.71774890350858,5.82276428604569
"MNT",3.84609138827466,3.63183980393289,2.71450995749349,3.37938093192308,3.64005555274683,3.11852498098765,3.224100622385,2.75240562297096,2.96090507598315,3.42323249821217,2.62283715828992,3.55679669991884,2.17568331793853,2.58467232074035,2.22011763938911,3.0339449548566,3.06549364316729,2.23809238006931,3.63706516919636,3.46640890433608,3.32740626045867,3.45304201191317,2.74334415839981,3.39193758137217,3.13277824437255,4.19464670001937,3.3756456395601,3.8013659924035,2.83632078918476,2.86965571543902,1.77241483891383,2.83890986781637,2.78688900146364,2.84514609680221,3.10011318863436,2.43363489580889,2.563974979807,1.69915234224965,2.76584305667288,2.45543405938606,2.97389383796103,2.30037440273261,2.61574985916721,2.56274660602352,1.94922858407642,2.1153460803332,2.48352803998901,3.05447996501633,4.25465216974837,3.43859590648099,2.57590380320042,3.00659528039209,3.20323328802965,2.48791794004237,4.38234502480697,2.59071696728433,2.28986905665981,3.04351993334309,2.37412122088009,1.99766790924567,3.38774175359968
"AGFG1",5.54917914205969,5.77182828089533,6.00099597930322,5.64746645414389,5.85555477100656,5.082218812717,5.1190092133576,4.89269275176665,5.57089386842059,6.0030719151185,5.55493491067186,6.62982754803045,4.74966909952415,6.10936228156844,5.87309253376971,5.33241759559442,4.82125216898125,4.25018210805697,4.99908129213503,5.90879371617602,5.32805953022617,4.86605777533058,5.0422811464478,5.54787535616993,4.92681379539746,6.93252683895953,6.48838044972771,5.27020864540341,6.39595311328574,4.94922311583357,4.78874770799549,4.99029504702492,4.86747036004169,4.65899060331015,4.7588555453346,4.4625094680851,6.48369668246128,5.43850296854725,4.96281001388587,4.65205860418728,5.3603428454644,5.62724857702857,5.19425692914821,5.71300655166719,5.82779802325005,4.67929046227791,4.95746156029945,5.0498682434104,5.5492446505939,5.778375968905,6.21886654918839,4.48779671511087,5.84441570351109,5.76020157196749,6.12302725026353,5.14121136942759,5.07236117542157,4.93156951949377,5.02547797770996,4.52588979902042,5.07208727017746
"ZMYM2",4.29063857254512,4.32894152488317,5.33772912750511,4.44565843401299,5.47913070538418,4.90540488036267,4.35928706335587,3.72669202771719,4.57950736248217,4.8810881149004,4.35130856294926,5.3390905722476,3.13871392268954,5.37435111493703,5.0046835244454,4.67403916743886,4.62617518072132,3.76824831784955,4.8498808745608,5.11268936803899,5.83539759740799,4.65189786570314,4.93398534864496,5.25067754011264,4.52933538340842,4.49668903198254,5.09007996395251,5.34760706981637,5.05089868647374,4.33424632984287,3.37633542028882,4.64981761330918,4.40433440570578,3.9303412753896,5.45455868109692,4.72291147096933,4.45349540554181,4.75870618931453,4.08086692132571,5.2968703656429,4.17977555786884,4.99593472246874,4.45402984639495,3.77722914745294,5.6428997527909,4.45086941602137,3.54509032188631,3.77049526503497,4.32195835756494,4.77538887083188,4.17383274935482,3.99369552139912,3.93144219371648,4.60695997169749,5.41658556943318,4.60041521042207,3.65316257411748,4.18006697907276,4.37471897833781,4.20394325231745,3.55250310894129
"APPL2",4.0780855022655,3.9547541846142,4.81816610642394,4.0992433682009,5.04464784623018,4.14558991080129,3.920155094163,4.29431635320169,4.9254283290979,4.40509918121584,3.68174814202468,6.31157896897529,3.72910138086139,5.19391826587641,5.47389602014066,3.76801229573835,3.97015304441956,3.39543223837573,4.23394968123957,4.54218762721365,5.61645059968204,4.07851885018573,4.1516762773065,4.30236171334673,4.22013397764808,4.26293115419264,5.20942446739157,4.63693919280491,4.20310556878618,4.04767721676366,3.0511039029449,3.83059721128741,4.5132738862335,3.93754137091153,4.74954529096419,3.39559754316782,4.14950758144095,4.50765911436824,3.69773543244494,3.75801973666197,4.21492765020666,5.26726638018642,4.43074882641025,4.37656409712441,4.96464531313385,3.66229960511729,4.98782742331792,3.75217243036838,4.78984205097909,5.2633532855553,4.29518830535741,3.70870326194799,4.12437564166063,4.18395904737886,4.49783480008558,3.84494145150223,3.76508980111355,4.58242721030232,3.44026168144262,3.77334874505678,4.50509068664486
"ATP11C",4.9829163700058,4.52607992593229,4.27380982774989,4.16049977971995,5.66281731156405,5.47537998149172,4.16951018151688,4.13522887494955,4.02773138232204,4.40045685914385,5.68295853611585,4.51092211129057,2.93712989301201,4.75987292053317,5.58361334133194,4.8778641618099,4.24115120374272,5.01754469409966,5.32750478050976,4.53404046268632,4.77564271305467,5.15325705401833,4.13766796013194,3.44248716898505,3.38893256855287,4.49945308553836,4.87070720270461,4.42244680530836,4.51023695915129,3.51229574215026,3.27450461618864,5.42387674664692,5.56722029943728,2.80371866682038,5.15178082195668,5.66830913260345,5.06760596581432,6.08026074455604,3.88108995413619,6.02409886740488,5.50890583580713,3.67717077664395,5.10536974958804,3.96390583884107,5.72921085103691,5.32103176514221,4.79351660339845,3.62301376854883,5.12824238427104,6.03122763493336,5.94014218910118,1.64201610384017,3.10048990864292,3.06227782691261,5.47835631944982,4.66576900756821,1.93738135310526,4.89011281785733,4.92676748826723,4.39866658084496,3.31618067410953
"ENOX2",4.10514317432798,3.53125741217365,3.60997200583307,2.79137443469143,2.54888594658455,3.18342731157622,2.30379998660266,3.55839917262634,3.68392700370821,4.15615101913649,3.15305465664577,3.65268695530872,1.98384335885948,2.94858338280006,2.7908383598201,2.62270216199333,2.75736762800602,2.32615121074948,3.25449452588978,3.61284165951392,3.57867776009014,2.557116850532,3.00490220961002,3.02705962784479,2.72652377158477,4.11758176258987,3.95235027385483,2.39078863653399,3.1168480933302,1.72909923321868,0.8777830564176,2.76665350894533,3.13404958574786,2.29950161527494,4.68697666515846,2.62357016186727,3.13464397021963,3.46101907439501,3.59650789830314,2.77519871402335,2.97124352862899,2.87470824378462,3.34689171577643,1.92921038437469,3.53252791497037,2.40580598268839,3.98518609876949,2.98399882505582,3.59532673835974,4.67791796592442,3.35428160921688,2.71098519140263,3.27005486612686,2.040845518674,3.86340105112166,3.47890015798011,1.88548711011916,2.6069926526659,1.42147041540409,2.22990463893937,3.63324184596286
"ZNF436-AS1",-0.66333876473541,-2.00117361376619,-0.15652086808965,-0.653317092397466,0.761214082383626,-0.593476351978077,-0.707574702282311,-0.414614506279983,-0.243278942084513,0.0238995252930781,-0.539381580675841,0.566251989917343,1.10475882854348,0.194555238653927,0.522237665369472,0.317052716681042,-0.522224219315181,-1.17805144220378,0.483939675563605,-0.256608527491441,0.758331753956729,-0.230516750100382,-0.335558340476004,-1.26736265529195,-0.64600435099613,-0.834905162295977,0.0607946978320711,-0.320655198814849,-1.05411003669672,-0.088384383971026,-1.80558590362843,-0.796738749958507,0.0732527449626584,-1.07906708272498,0.480947272430731,-1.05525722153503,-1.38449978141133,0.0581539022578808,-1.27813839599583,-0.221544586745627,-1.80476593390621,-1.46941087300065,-0.644742954913675,-1.21009001318326,-1.13882291351849,-1.49921991268628,1.23525871954125,-0.488491898164967,-0.874584657963966,-0.600410456833183,-0.516591451362487,0.192223293576321,0.972502072921782,0.506825122839203,-1.00764977206515,-1.24410692271088,-0.155003281774187,-0.255401136811492,0.847532265097361,-0.0740845009224532,-0.32038148021802
"NR4A3",1.99152528495191,3.79907187578679,1.4605083178336,-1.97997242323576,2.8993587796283,4.37283866299211,2.80276451736506,-3.63505563366715,0.677929055672822,1.43063912011568,2.48196267171903,2.24240567336269,-1.6332329366072,-0.420450373845943,1.99487791437956,-1.02944249668907,0.196078471575277,2.45673896982223,-1.59557954996719,0.902403176629551,2.70597009363394,2.63992120274319,2.42938900987394,-0.295662040830357,0.306847737753247,-0.534283617033032,1.61809992136859,2.10899750521624,-0.062904410246533,0.746872204728187,0.646493700218152,5.79738382851685,0.258836765772881,-0.45879376566008,1.81732188793974,1.78324880521104,1.23894707112156,-1.343554684895,0.231841671133029,2.35667025750468,3.33095179912207,2.19817215866722,3.03806630016284,0.328504741661258,0.35637221722623,4.2018091329388,0.993306169632756,-0.420405206601474,2.13926571183418,1.18397104298697,1.09539485150734,-0.756798094345189,0.286856739144017,-1.64230553272714,3.9772386966817,2.58156152296757,-0.478544073387706,1.12222340658957,0.847532265097361,2.73021571522135,2.07717404619639
"PRAP1",1.78049644049747,1.51530155295722,0.968724919772385,0.550094035778627,1.88998839480102,0.619192170241234,1.63922755938508,3.61979105493166,0.863177679436055,1.84016787997936,1.68728461352117,-2.088076616208,2.07494595686714,1.55172824151251,1.96851991829628,1.14682377750614,1.24024562603936,-0.996156457857923,0.892297556965413,2.16493855698392,1.42320028041485,0.550797724931442,2.28434176537564,2.69587846182807,1.17218281318402,1.96934168234016,0.091952529990646,0.192234331721276,0.702121882424021,0.98839345045175,5.13336630199341,0.203293899267641,3.14978649502248,3.54673156785535,-0.195642013141893,0.165278850424925,0.24587454328755,1.82425068005848,1.01041708107888,0.926773844562752,0.0510919139410694,0.86912788740282,1.68679398719552,0.664573016972632,1.06285775022376,0.780763618456832,1.44240180123352,1.75061922529772,1.85977278780258,1.70751899898691,2.19329399397891,2.62296460096533,2.52080980029966,0.149020304179339,0.933267452642145,-0.316088505480788,0.52548429333714,1.08812210130055,2.95117247166425,-1.7625514590397,3.17498799981442
"CCDC50",5.93519072733879,6.47286790981024,7.12709670814549,6.93226507986808,6.36060145564766,5.78634458036341,5.56269571646846,6.17421457460022,6.13658600009401,5.78770629212826,6.79016391916558,6.45093647155932,5.91753035640749,6.91733710658723,7.26774223121894,5.96350841681767,6.16957399484947,5.09416251308392,6.16629184814756,6.52843375368814,6.36989489476045,5.92208966048406,6.06562950281673,6.11304065894196,6.19673045218889,6.43605381528827,6.41712740992928,6.46819159532706,6.58601752898896,6.1637768653074,4.45451756899191,5.69231358343393,5.65323014322174,5.71619840889298,6.54370154780807,5.57209593597316,6.23419993082281,6.15242897369423,5.98474103698503,6.60976319563915,5.78083298056407,5.69260878604199,6.18814826245654,5.05338643890271,6.532604467597,5.37637413405515,6.15219647832779,6.88598095233133,5.48008343795564,6.46443925677011,6.91044100467824,6.73460412883461,6.72388873332587,6.40937335562374,6.43558027077673,5.79508365928927,5.80494042958728,6.28091689575457,5.673346403673,5.80977352835112,5.2712854591791
"WNT9B",-1.12268554022793,0.00162636450800506,-2.44398230751683,-1.97997242323576,-1.91820688783532,-2.19292211460425,-2.29117299358691,-3.06027205294958,-1.13563030939569,-1.39053717863166,-4.06906414248291,-3.03541622913135,-3.95382188646412,-1.26462334329881,-2.63164731072454,-4.60494281134497,-0.148450827687467,-2.78568806158985,-2.91476008596111,-0.432769157845856,1.60191665959649,2.01115568804613,-1.64304941949318,-0.0153984845259312,-3.30915911566372,-0.891715194594288,-0.712217070658528,-2.68932972714762,-2.08979623187347,-4.0811075445407,-3.02619715271112,-2.14476297384038,-4.60494281134497,-2.57155004265726,-1.77272284000444,-2.05201434664464,-3.11496093863167,-3.32309112160894,0.716560566948554,-3.80921982233261,-1.66627056140558,-0.51868061494649,-2.01463111046089,-3.28133286470224,-2.97547797180815,-1.49921991268628,-3.22184711278169,-2.35036952660013,-2.2131363394458,-3.98434485738814,-0.284792092296109,-2.8051282439625,-4.60494281134497,-3.02062020751568,-0.484744677224076,-0.619681716779439,-2.70029504532812,-4.10671383873161,-2.5314221115702,0.0780975705117442,1.38728039164637
"BCL10",3.26442014334345,3.35414263949293,4.18282876116698,3.6399914526118,3.88668717132739,3.48748636062131,3.17714634342151,2.6292062683809,2.72087080011234,3.24136233151814,2.66128588850908,3.47731066173703,2.53783220977519,3.43417238687597,3.64670659944016,3.02559937492814,3.33271848755504,2.5290280834321,3.15177575192385,3.71054030205987,3.18879859597926,2.70729976412781,3.22623916618339,2.66214896420481,2.9550713992027,3.1173988843343,3.94169995801645,3.34793791869975,3.32395044684397,2.9081967417581,1.88301206571479,2.96961401450917,3.21855253805634,2.60702738644817,3.05715531509157,2.61417312073838,3.31571483735992,2.88641787365267,3.07101084615563,2.52909301870101,3.78179733206289,3.57280177288227,2.95986060071995,2.50636335865565,2.77740782732092,2.58733759232162,2.52553243535912,2.60553686353078,2.86316671623912,3.62835025493547,3.95555284823281,2.75087611633673,3.65216667921957,3.27552121733643,3.65525655646931,3.32556967148362,2.61602007851793,2.66982672509533,3.03092839354519,2.91135862762165,2.72807706573065
"ACOXL",1.37804241734855,0.224151982692531,1.33790425093002,0.550094035778627,2.03077912837972,2.19227655496013,0.788816198503313,-0.139547948180393,1.32250088456845,-0.425771488805247,1.36374726952853,-0.473039494787927,0.750043496880716,2.23847846204229,2.0377652169489,0.839213230855627,2.06289480293579,0.18869414444044,-0.342887935294191,0.0782321802007147,3.09238849061271,1.45401520394742,0.128334179187197,1.07885439554223,1.55639080549198,0.111226586367597,1.72133762358561,2.50619997968324,1.31630625873247,2.40437666613345,2.07231330304249,1.49399036338006,0.039861073647862,1.38356049574985,0.770004309999417,1.33442966743445,1.60602498113472,3.0994363640988,0.783594294077279,1.48190859144532,0.70243947705516,0.908498155249219,1.07377365186735,0.25574365169383,-0.122183751879405,1.34613529391275,0.642616883345537,0.760817403975659,1.46291513295733,1.75549798115004,1.32321497579278,0.384821033332462,0.709089879990096,0.348324523398692,0.116336352906379,0.55594074697199,1.66723079460987,0.781708746675016,1.90055958295279,2.42988911491058,-0.481082594106875
"FEM1C",5.00739448345096,4.7190567365282,4.81294468098729,4.26300999133255,5.20969772231203,4.8248182116865,4.77646898348627,4.26209520274298,4.45206301807414,4.56989764930609,5.42502544273416,5.3614003751956,4.70499029450337,4.93033799904365,4.67182628561996,5.1283381390344,5.57202434784579,3.73001920110946,4.47068865663929,4.60989998206953,4.92531636470618,4.64045149482424,5.05724200945373,4.77960808083596,4.52559479851807,4.51865458785166,4.51894195421063,4.58537541357342,4.70992970145967,3.55266701439196,3.70014569315965,5.20413037888068,4.23024343519353,5.00006841813494,5.12642975335154,4.521505046823,4.60571735090861,4.4486408366656,3.90009548470115,4.83286381787843,4.63894110756096,4.60766673972198,5.1630177092919,4.11552896058155,4.67503051642096,4.03673524625035,4.61826210165659,4.62464025525399,4.96938819632135,5.25336263111442,5.05229248514935,3.4825604143282,4.72080063251207,4.4114642952342,4.93288709310364,4.1366526825197,3.12129319758017,5.45809082016196,4.7913339074056,4.04677310668844,4.78236887059106
"PXK",3.44143821653376,3.42873655558739,4.34788519684626,3.78708622044343,5.43061584560183,2.55404031450961,3.07373484549781,3.35123789324594,4.19245586210576,4.36753548368142,3.03438183001055,4.33362694431611,3.56450669093499,3.02096199229927,2.82061553944874,3.18771957059399,3.19499920016666,2.2827935550332,3.68917285733009,3.94490461213448,3.84325683064063,2.99781533160308,2.84167238101895,4.16661735389381,3.33010312483199,4.37704402823484,4.70047401981831,4.32192187174451,4.30949502363793,3.40612993794184,0.898996504447085,3.45395991825617,3.54144495107293,3.14379724290882,5.4879118415865,2.67870220971205,3.19911783801533,3.90240558726436,3.06091268822587,2.94628549323597,2.62850773700284,3.92446636004304,3.20880019248268,2.79015994695772,3.43718357993779,2.53169418437398,4.09527082926288,2.91978084339202,3.92136158335158,3.85005764337707,4.09990253195819,3.84190067586393,4.01173725001528,3.34013012040684,4.13184834085598,3.63750628878312,2.87744183641139,2.77717435684038,3.54176885976548,2.75752786572187,2.82578964378561
"RAB8B",4.15579266168231,4.07396542163142,4.45768409254318,2.93852932332924,4.41546454157318,4.53267651709186,3.56313733431533,3.07594705797538,3.54332725670294,4.08657030221121,4.80016986137627,3.88049230514501,3.13101446346091,3.81955755982158,4.13947003952639,3.62618468675777,3.68950164231744,2.71666961126123,3.83969201204606,3.79569366788006,3.96804831371415,3.34436114843016,3.62303006073155,3.63734655330207,2.92130608212316,3.31861100442487,4.68778314631744,2.7819066111862,2.88874597881045,0.600501819097948,3.07460033894539,3.84305223257136,3.85397291493421,3.14379724290882,3.84988378710885,3.22088381202241,3.59844417218819,2.914829807312,3.74264930597641,4.0855105286364,4.62720397537855,3.54600578478479,2.9092333145827,2.56274660602352,4.27686607924418,3.17809754253904,2.82367892496766,3.41046466626291,3.84746973262092,4.12122312205239,4.07300071764977,3.44792435323185,3.74435476686413,3.07076426511081,4.66407223206571,3.66593871751062,3.12129319758017,3.04648280733657,3.73513879696536,3.3664236655052,4.22477601354913
"RTN4RL2",3.77788056683334,4.3497649545781,3.50250387651203,3.36458194814769,5.76061919800889,1.83938745258827,3.37168262844594,4.10582131507052,2.93816259596092,2.74175961984927,2.72720711857382,2.80993598646856,3.74432107656035,5.01054433268574,5.92883990203216,2.76485619587899,3.45597012757357,2.75207353306992,3.35684136079649,1.6129389931868,2.51089730744746,3.54390294197878,1.33993215768967,3.9807286007803,3.64137726597713,3.02450498889365,5.21651039009366,3.54388753939891,3.84813855570447,2.40927074109689,0.940509956650076,4.40019031178599,3.8026353600319,2.78787146134944,1.7771604548435,2.97878010669403,6.81519068574529,4.54449288250478,3.49265525325926,2.47910359218428,1.80809967658828,4.72808538639139,2.37296639070531,4.2896369966365,3.80717772067144,3.36878993441618,3.66644814027909,-1.08419534234835,3.91209709848522,3.12462582930475,4.54150719172911,1.48267653461066,6.41876296943938,4.89115201030832,3.68967295633807,2.21788456356517,4.94082391667226,2.62295958675263,4.68440722304823,1.9272572930949,1.5624374105072
"BRSK1",0.915214228875883,0.843340559638734,0.705738764613564,-0.0355517700963498,2.08498178085915,-1.33525356285235,0.765919666449251,0.290389984563149,-0.0490087855446048,1.49011010631304,-0.427555479601681,1.89251810514213,-0.381363978994855,-0.554284588749568,0.167986075116561,-1.62348775263511,-0.340261586434487,-2.94150506427206,-1.97354124267291,-0.693427243924302,-2.27832054292988,-1.24510287298686,0.128334179187197,1.62555235813345,-0.092301972963839,-0.834905162295977,0.915013049469194,-1.24845102203516,-1.10788354572902,-1.13652057110128,-4.60494281134497,0.123857583723559,-0.533206198352354,0.419881039118449,-0.778630054957313,-3.04555038318017,-0.434758796586204,0.137449072810416,1.03813456584755,-0.196329755945127,-1.21616998330195,-0.41784499356921,-3.01569936497615,0.351965194895293,-0.560945061696899,-0.648433139346202,0.178331997450731,-0.488491898164967,1.08171671015102,-0.649552615108531,1.2511994800497,0.984621136058706,2.02852279786326,1.63823584856681,0.643364572223212,-0.848022755513366,-0.0502168886145438,0.49984519225446,2.98360582424888,0.54320929598755,0.339318263408697
"MAPK15",-2.22924184757737,-2.78145290011287,-0.915148469804885,-3.58080519203763,-2.51302966922661,-3.82222777402789,-0.222342867519868,-2.33150162148406,-1.48312039827995,-0.888319534162037,-3.37260458453277,-1.66168753812608,-0.254927446038372,-1.81697883429447,-0.219432044874422,-3.50084962667902,-3.67054221752979,-3.11621167458642,-2.61605785429205,-3.71632316397205,-3.16066302500568,-4.60494281134497,-2.75210522680262,-0.43472764685823,-0.580039498623113,-3.23739601299172,-1.47435296003794,-2.87784245509847,-2.60442152316327,-4.60494281134497,-4.60494281134497,-1.90372930106314,-3.48622889532686,-1.88935786718483,-4.60494281134497,-2.63374124543079,-2.7842956269541,-3.32309112160894,-1.96568103263615,-2.92334003471699,-3.83788546171248,-3.74117274271599,-1.42931270060619,-2.7955859069938,-3.18530379126757,-3.35196932322951,-1.71097919788759,-2.35036952660013,-3.6458913446543,-3.55181436827853,-2.6176574497858,-2.29146256779369,-3.99022727752449,-1.37313985345848,-1.95253803922286,-2.51894879660502,-3.97375940059036,-2.80798323248037,-3.55551510222658,-4.00625374551713,-4.60494281134497
